 (-0.942702-0.002785j)  (-0.013133-0.020687j)  (-0.012097-0.012219j)  (-0.020811+0.019161j)  (-0.004239-0.023191j)  (0.012875+0.051136j)  (0.086242+0.116136j)  (0.013991-0.013734j)  (-0.043195+0.014395j)  (0.013027-0.008507j)  (-0.008582+0.005989j)  (0.053568+0.007008j)  (-0.023319+0.048627j)  (-0.009589+0.000890j)  (-0.020001-0.014879j)  (0.039030+0.037931j)  (0.012215-0.025418j)  (-0.000372+0.008480j)  (0.001460-0.017677j)  (0.011316-0.003211j)  (-0.035135-0.013270j)  (-0.016206-0.013198j)  (0.004825+0.004410j)  (-0.004656+0.000211j)  (0.014190-0.021930j)  (0.008072+0.009617j)  (-0.094024-0.014709j)  (-0.011972+0.000244j)  (0.010746+0.001221j)  (-0.003500+0.005759j)  (0.004151+0.007950j)  (-0.001941-0.010523j)  (-0.009211+0.011464j)  (-0.013995+0.007594j)  (0.004001+0.021975j)  (-0.000286-0.062814j)  (-0.011219+0.022180j)  (-0.003569+0.083108j)  (0.006915-0.001793j)  (0.012074-0.052727j)  (-0.006546+0.009453j)  (-0.006013-0.003656j)  (-0.037405+0.017340j)  (0.006670-0.003153j)  (0.000968-0.008540j)  (-0.044621-0.083117j)  (0.011779+0.000200j)  (0.023558-0.015380j)  (0.026597+0.013151j)  (0.008853-0.015713j)  (0.005137+0.000091j)  (-0.018510+0.008268j)  (0.018793-0.018554j)  (-0.005701+0.066788j)  (-0.083857-0.086021j)  (0.002532+0.024487j)  (0.000298-0.040318j)  (-0.014469+0.015548j)  (-0.020966-0.005237j)  (0.033169-0.033265j)  (0.032578+0.041749j)  (0.009829+0.004939j)  (-0.009182-0.002188j)  (0.000115+0.050005j)
 (0.004712-0.002438j)  (-0.009885+0.003179j)  (-0.000936-0.000941j)  (0.005054-0.006512j)  (0.001289-0.008971j)  (0.004642-0.008200j)  (-0.004235+0.009861j)  (0.006437+0.007459j)  (-0.003883-0.004711j)  (0.005363+0.003378j)  (0.003856+0.005535j)  (-0.009371-0.000252j)  (0.003344+0.009854j)  (-0.009538-0.012084j)  (-0.011097+0.006045j)  (-0.001214-0.015244j)  (0.019569+0.041832j)  (0.011796+0.069486j)  (0.012150+0.005320j)  (0.005624-0.001963j)  (0.000467-0.002696j)  (0.012733-0.011173j)  (-0.010114-0.047107j)  (-0.007294+0.028587j)  (-0.001302-0.000680j)  (-0.041324+0.016357j)  (0.015552+0.078888j)  (0.012789-0.006418j)  (0.006604+0.005061j)  (0.026568-0.004863j)  (-0.004978+0.001181j)  (0.007679-0.021779j)  (0.000719-0.044854j)  (-0.012301+0.034331j)  (0.001342+0.002641j)  (0.021315+0.007182j)  (0.005945-0.044800j)  (0.006118-0.000947j)  (0.022177+0.040538j)  (-0.006380+0.012211j)  (0.002574-0.002276j)  (-0.975261-0.007175j)  (0.013497-0.000496j)  (0.012741-0.010610j)  (0.011667+0.000563j)  (0.019324-0.002276j)  (0.015003+0.019745j)  (0.007488+0.011781j)  (-0.007023+0.006639j)  (-0.027444+0.035711j)  (-0.011722+0.004180j)  (-0.001684+0.017687j)  (-0.017598+0.049487j)  (-0.028191+0.064271j)  (-0.008371+0.010103j)  (-0.000539+0.007376j)  (-0.008649-0.032952j)  (0.002340+0.003754j)  (-0.007194+0.006747j)  (0.005819+0.041427j)  (-0.007132+0.026089j)  (0.013136+0.029590j)  (-0.015854+0.020672j)  (-0.003897+0.020294j)
 (0.018453-0.003275j)  (-0.004509+0.006880j)  (0.004451-0.005710j)  (0.001892+0.060240j)  (0.001241-0.002653j)  (0.003433-0.011989j)  (-0.035441-0.110054j)  (-0.009723+0.006681j)  (-0.000086-0.004401j)  (0.015502-0.007480j)  (-0.002972+0.007288j)  (0.009704-0.002540j)  (-0.000336+0.001872j)  (-0.004152-0.017881j)  (-0.009089+0.014727j)  (0.002547+0.004257j)  (-0.010334-0.006982j)  (0.017742+0.014211j)  (0.005585-0.041533j)  (-0.004831-0.000528j)  (-0.002658-0.078483j)  (0.000366+0.000326j)  (0.002935-0.006018j)  (-0.032320-0.016851j)  (0.015009-0.076663j)  (-0.004240-0.005727j)  (0.001655+0.049668j)  (-0.005710-0.002790j)  (-0.017627+0.017741j)  (-0.005228+0.010074j)  (0.006068+0.007192j)  (-0.005138-0.005329j)  (-0.008100+0.003052j)  (-0.000596+0.006556j)  (-0.019590+0.002245j)  (-0.006516+0.034192j)  (-0.009715-0.007966j)  (-0.004408-0.053288j)  (-0.000279+0.005550j)  (-0.050689-0.029008j)  (-0.003310+0.050246j)  (-0.006767+0.007209j)  (-0.958889+0.022026j)  (0.001589+0.045886j)  (-0.037012+0.066926j)  (0.008396+0.022726j)  (-0.012934-0.013784j)  (-0.017252-0.034781j)  (-0.024211-0.011640j)  (-0.017866-0.037504j)  (-0.023779+0.002626j)  (-0.001144+0.003928j)  (-0.002355+0.023135j)  (0.003913-0.006437j)  (-0.034749+0.043915j)  (-0.008118-0.010121j)  (-0.028619+0.026693j)  (0.003982-0.012721j)  (-0.013674+0.016521j)  (0.006784-0.009872j)  (-0.028415+0.056795j)  (-0.054257+0.021194j)  (-0.020341+0.027687j)  (-0.012006+0.048531j)
 (-0.010145-0.004950j)  (-0.004340-0.009919j)  (-0.025730-0.077053j)  (0.009478+0.043836j)  (0.009240+0.005865j)  (-0.005599-0.004203j)  (-0.005062-0.014028j)  (-0.028408+0.099650j)  (0.006330-0.006148j)  (-0.007439+0.006047j)  (0.001805+0.008067j)  (-0.024955-0.082416j)  (-0.014681+0.049804j)  (-0.000709-0.001376j)  (-0.000302-0.061875j)  (0.006469-0.070027j)  (0.012053-0.006146j)  (0.006321+0.004154j)  (0.005479+0.000426j)  (-0.024248+0.017968j)  (-0.006112-0.001625j)  (0.004139+0.033298j)  (-0.005450-0.002813j)  (-0.007049+0.015746j)  (-0.007337+0.014250j)  (-0.000416+0.010198j)  (0.002445+0.003460j)  (0.023251-0.040458j)  (-0.022141-0.014304j)  (-0.005817-0.054139j)  (0.021932+0.041827j)  (0.007370+0.008183j)  (0.000744-0.010734j)  (0.010325-0.016764j)  (-0.001788+0.010788j)  (0.025326-0.044585j)  (0.006581-0.009156j)  (0.018069+0.006028j)  (-0.000436-0.007784j)  (-0.001481+0.007525j)  (0.008179-0.001199j)  (-0.006661-0.012469j)  (0.002548+0.042258j)  (-0.964401-0.012349j)  (0.014597+0.027084j)  (0.023479-0.037517j)  (0.031125-0.038053j)  (-0.000718-0.002692j)  (-0.007992-0.016892j)  (0.000250+0.031257j)  (-0.014293-0.004673j)  (-0.021110-0.003648j)  (-0.010861-0.002762j)  (0.008375-0.000893j)  (0.007998+0.005732j)  (-0.015388-0.047992j)  (-0.001675+0.004195j)  (0.027099-0.013635j)  (0.001328-0.003857j)  (-0.002892+0.020075j)  (-0.022622+0.024615j)  (0.007627-0.005786j)  (0.015271-0.016540j)  (-0.003579+0.014978j)
 (-0.003397-0.002333j)  (-0.007096-0.004275j)  (-0.005941-0.007067j)  (0.001498+0.005648j)  (-0.010463-0.012469j)  (-0.017069+0.003407j)  (0.005479+0.028208j)  (0.011406-0.012376j)  (-0.005320-0.069674j)  (0.001187+0.004462j)  (0.010997-0.087861j)  (-0.003421+0.022855j)  (0.009765-0.003143j)  (0.008821+0.006308j)  (-0.016330+0.001720j)  (-0.021201-0.015621j)  (0.006882+0.006937j)  (-0.004130+0.048930j)  (0.000247+0.044402j)  (0.010250+0.000702j)  (0.002671-0.023250j)  (-0.001519+0.009915j)  (0.007319-0.006415j)  (0.013342-0.041256j)  (0.013609+0.045197j)  (-0.012104-0.048577j)  (0.004641+0.032685j)  (0.009523+0.000079j)  (-0.006914-0.007765j)  (0.022809-0.028446j)  (0.003157+0.003547j)  (0.000556+0.009139j)  (0.000795+0.009961j)  (-0.019737-0.012450j)  (-0.000439+0.000391j)  (0.011052-0.046725j)  (-0.000638+0.021332j)  (-0.002323-0.003871j)  (-0.003605-0.004610j)  (0.006758-0.003220j)  (0.000814+0.002804j)  (-0.006927+0.006380j)  (0.034604+0.070131j)  (-0.008147+0.021060j)  (-0.965236-0.004865j)  (-0.013193-0.006964j)  (0.015349-0.004816j)  (-0.034929+0.061145j)  (-0.011628-0.042199j)  (-0.008453-0.023965j)  (-0.008166-0.056244j)  (0.000524-0.002988j)  (-0.009176-0.001420j)  (0.000069+0.006155j)  (0.057298+0.033910j)  (-0.012306+0.011455j)  (-0.010282+0.003751j)  (-0.002216+0.034702j)  (-0.006514-0.084513j)  (0.006871-0.011112j)  (-0.012169+0.017272j)  (-0.011380+0.009902j)  (0.001980-0.009088j)  (0.003918+0.038781j)
 (0.052830-0.090087j)  (0.017696-0.083554j)  (0.001163-0.003402j)  (-0.000588-0.000933j)  (-0.001773-0.010501j)  (0.008560-0.075466j)  (0.020316+0.071511j)  (-0.029115+0.000094j)  (-0.019220+0.067297j)  (0.019621-0.060142j)  (-0.010874+0.001323j)  (0.001367-0.033307j)  (-0.001046-0.004154j)  (-0.012129-0.084847j)  (-0.003522-0.000604j)  (-0.002743+0.006970j)  (-0.000521+0.014588j)  (0.005180+0.052133j)  (0.002043-0.012848j)  (-0.015344-0.007998j)  (-0.007772-0.009866j)  (-0.003309-0.005562j)  (-0.017928-0.014820j)  (-0.011087-0.014751j)  (-0.002699-0.016242j)  (0.007274-0.004359j)  (-0.012899+0.025999j)  (0.011260-0.005488j)  (0.010577-0.013122j)  (-0.006556+0.035792j)  (0.001235+0.062283j)  (0.019406+0.013230j)  (-0.000265-0.032233j)  (0.014429-0.033246j)  (0.001356-0.003794j)  (0.008619+0.005967j)  (-0.002796+0.015339j)  (0.044320+0.016320j)  (-0.000035+0.004681j)  (-0.011486-0.000759j)  (-0.017914+0.067666j)  (-0.009951-0.002189j)  (-0.005907+0.019890j)  (-0.012837-0.029903j)  (0.009494-0.003021j)  (-0.955917+0.010972j)  (0.003980-0.071994j)  (-0.013405-0.001122j)  (0.014322+0.023717j)  (0.006717-0.001559j)  (0.009275+0.006058j)  (0.003140+0.007736j)  (0.014050+0.006543j)  (-0.019409+0.002399j)  (0.018831+0.030228j)  (-0.002658-0.005913j)  (-0.002509+0.012951j)  (0.011390-0.016390j)  (0.011544+0.010993j)  (0.011729+0.062178j)  (0.013178+0.008886j)  (-0.001777+0.007084j)  (0.018807-0.017694j)  (0.011338-0.014978j)
 (-0.005269+0.008702j)  (0.000628+0.047143j)  (0.029522-0.014594j)  (-0.000211-0.051019j)  (0.009095-0.000129j)  (-0.001915+0.002036j)  (0.022886+0.002783j)  (0.005892-0.001450j)  (-0.003471-0.006547j)  (-0.002051-0.013102j)  (-0.010632+0.011290j)  (-0.015162+0.000946j)  (0.012443-0.006517j)  (-0.025032+0.081709j)  (0.022477-0.034054j)  (0.001633+0.000535j)  (-0.011510-0.037206j)  (-0.032687+0.080347j)  (0.048300+0.070353j)  (0.001111+0.003985j)  (0.001891+0.059310j)  (0.018105-0.067057j)  (-0.021963-0.065043j)  (0.003356+0.000312j)  (-0.003702+0.003160j)  (0.006081-0.007829j)  (0.009470-0.059257j)  (0.003853+0.003178j)  (0.023970-0.009035j)  (-0.001487+0.006963j)  (-0.011030+0.053439j)  (-0.028149-0.058021j)  (-0.026172-0.014330j)  (-0.001844-0.000379j)  (-0.002639-0.003569j)  (-0.028778+0.043610j)  (-0.017000+0.014920j)  (-0.005471+0.007456j)  (0.025669-0.040196j)  (-0.003629-0.001671j)  (-0.012448+0.032125j)  (-0.014771+0.011098j)  (-0.003934-0.005229j)  (-0.032587-0.037198j)  (-0.019342-0.009029j)  (-0.007840-0.069323j)  (-0.955858-0.023246j)  (0.010096-0.001979j)  (-0.010102+0.014366j)  (-0.002110+0.045757j)  (0.014655-0.012246j)  (-0.007156-0.007841j)  (0.012184+0.006257j)  (0.018253-0.034735j)  (-0.003754-0.046887j)  (0.019032+0.026872j)  (-0.011252+0.032699j)  (-0.013077-0.013573j)  (-0.007822+0.007969j)  (-0.031547-0.013264j)  (-0.026313+0.014922j)  (0.016339+0.017322j)  (-0.004776+0.000005j)  (0.003618+0.000669j)
 (-0.016079-0.008529j)  (0.018488+0.008907j)  (0.004792+0.003932j)  (-0.003388-0.005947j)  (0.033211-0.050818j)  (0.002148+0.057179j)  (-0.008459+0.004800j)  (0.006356-0.004519j)  (-0.000732-0.000617j)  (-0.026658+0.060200j)  (0.006747+0.007809j)  (-0.004846-0.008877j)  (-0.004890-0.001955j)  (-0.004933-0.001636j)  (-0.010235+0.003452j)  (0.003319+0.003038j)  (-0.015347-0.051748j)  (0.008837+0.006076j)  (0.001064+0.015095j)  (0.000096-0.002723j)  (-0.001802+0.018495j)  (-0.005547-0.008431j)  (-0.001418+0.008030j)  (-0.003079-0.012417j)  (0.002923+0.001040j)  (-0.001982-0.000378j)  (-0.002119-0.000635j)  (-0.009076-0.002083j)  (-0.000773-0.050859j)  (0.014246+0.049243j)  (-0.008662-0.047583j)  (0.002043-0.053415j)  (0.005205+0.044975j)  (0.003507+0.001976j)  (-0.011298+0.030607j)  (0.011572-0.004329j)  (0.007513+0.062066j)  (-0.005856-0.001538j)  (-0.001457-0.003072j)  (0.005932-0.000618j)  (0.002671-0.000384j)  (-0.010484+0.013103j)  (0.014097-0.044555j)  (-0.003963-0.005579j)  (0.030547+0.058184j)  (0.000795-0.003152j)  (-0.001159-0.006433j)  (-0.973096+0.021437j)  (-0.013320+0.012767j)  (0.018367+0.028314j)  (0.012070-0.019610j)  (-0.000981+0.013262j)  (-0.011965-0.005883j)  (0.003631+0.002385j)  (0.008976-0.022749j)  (0.007456-0.014520j)  (0.020893-0.023670j)  (0.002763-0.020920j)  (-0.001761+0.045362j)  (0.007633-0.022954j)  (-0.007447+0.007692j)  (-0.005474+0.058935j)  (0.005277+0.013886j)  (0.006641+0.009616j)
 (-0.019191+0.026858j)  (0.006077-0.064332j)  (-0.000101-0.013491j)  (0.011553-0.085195j)  (0.002058+0.001846j)  (0.022005+0.008068j)  (-0.002203+0.020972j)  (-0.008945-0.007096j)  (-0.003200-0.010432j)  (0.005723+0.005996j)  (0.001630+0.002533j)  (-0.003330+0.045153j)  (0.013501-0.060140j)  (-0.002800-0.004819j)  (-0.007369-0.073715j)  (0.002997+0.025359j)  (0.006385+0.010000j)  (-0.015302-0.024219j)  (-0.000626-0.070134j)  (0.005102+0.008411j)  (-0.006776+0.001204j)  (0.007849+0.010346j)  (-0.011956+0.004889j)  (0.014030+0.021327j)  (-0.004498-0.011659j)  (0.030384-0.036924j)  (-0.002484-0.016902j)  (0.017799-0.044540j)  (-0.011971-0.054661j)  (-0.012097+0.001056j)  (-0.003372+0.000821j)  (0.005419-0.004279j)  (-0.015553-0.010331j)  (-0.020985+0.024036j)  (0.007484-0.026175j)  (0.006697+0.026812j)  (-0.004755+0.049795j)  (-0.007651+0.026754j)  (0.021127-0.036867j)  (0.007436+0.013492j)  (0.006637+0.011860j)  (-0.000406+0.002754j)  (0.004491-0.007956j)  (-0.000088-0.017010j)  (0.001537-0.039443j)  (-0.012267+0.026565j)  (0.014218+0.006366j)  (0.013624+0.009820j)  (-0.964001-0.013269j)  (0.034661+0.001865j)  (0.021380+0.086721j)  (0.003416-0.008325j)  (0.000145+0.016118j)  (-0.016454+0.009407j)  (-0.028032-0.042417j)  (0.025234-0.018082j)  (0.015233+0.000419j)  (0.007913+0.001674j)  (0.011642-0.023345j)  (0.004768-0.011625j)  (-0.022165-0.026261j)  (0.028176+0.000283j)  (0.025108-0.006335j)  (0.005571+0.003800j)
 (-0.001606-0.009730j)  (-0.033940-0.026457j)  (0.002411+0.001268j)  (-0.000577+0.008312j)  (-0.029826-0.086286j)  (0.035140+0.025515j)  (0.013347+0.056922j)  (-0.039014-0.015752j)  (0.037889+0.003660j)  (0.000529+0.034458j)  (-0.000489-0.004200j)  (0.010883+0.077230j)  (0.018905-0.032970j)  (-0.009484+0.003242j)  (-0.010211-0.069265j)  (-0.002219-0.003586j)  (-0.007326-0.007325j)  (-0.018338-0.042659j)  (-0.018261-0.051919j)  (0.017630+0.002288j)  (0.011306-0.010755j)  (0.010906+0.003550j)  (0.004210-0.001085j)  (0.005349+0.004093j)  (-0.001979-0.013606j)  (0.000276-0.048483j)  (-0.003307+0.043591j)  (-0.006018+0.018098j)  (-0.012303-0.002220j)  (0.007562-0.002295j)  (-0.010950+0.007360j)  (-0.005958-0.022399j)  (0.003479+0.005683j)  (0.013107+0.018074j)  (0.001901+0.000852j)  (-0.003739-0.071274j)  (0.009597-0.010595j)  (-0.009032-0.064138j)  (-0.002372-0.000221j)  (-0.011670+0.005268j)  (0.001202+0.045351j)  (0.022367+0.040391j)  (0.014566-0.032409j)  (-0.008651+0.026916j)  (0.007428-0.020480j)  (-0.010512-0.012106j)  (-0.007271+0.044535j)  (-0.008521+0.012452j)  (-0.017662-0.002024j)  (-0.953728+0.004541j)  (-0.008882+0.006932j)  (0.011134-0.000454j)  (0.000472-0.002720j)  (0.002655-0.076829j)  (0.004891-0.016899j)  (0.011509-0.021466j)  (0.019774-0.037345j)  (-0.016525+0.001183j)  (0.009136+0.076689j)  (0.026231-0.000822j)  (0.004293+0.004014j)  (0.028340-0.014300j)  (-0.037023-0.076852j)  (-0.045547-0.000579j)
 (-0.005697-0.001773j)  (-0.027631+0.016032j)  (0.013834+0.010581j)  (0.029242-0.086441j)  (0.024875+0.016564j)  (0.000254+0.006202j)  (0.000416-0.012668j)  (-0.003216-0.007040j)  (-0.006406+0.002266j)  (-0.002793+0.008012j)  (-0.010054+0.008010j)  (0.009694-0.086280j)  (-0.001316-0.000317j)  (-0.034971+0.081059j)  (-0.013769-0.028211j)  (0.020296+0.025572j)  (-0.000319-0.032686j)  (-0.010021-0.074084j)  (-0.019621-0.032122j)  (0.012533-0.036738j)  (-0.009501+0.001719j)  (-0.032199-0.051094j)  (0.018257+0.066631j)  (-0.010120-0.010913j)  (0.010539-0.008615j)  (-0.030918-0.040882j)  (0.008563+0.020303j)  (0.007106-0.003315j)  (0.008164-0.006222j)  (-0.014542-0.003107j)  (-0.011172-0.017598j)  (-0.004456-0.019947j)  (-0.000176-0.002044j)  (-0.004811+0.000398j)  (0.007990-0.012984j)  (0.034839+0.001577j)  (0.006377+0.000353j)  (-0.008527-0.010438j)  (-0.004253+0.014139j)  (-0.001847-0.004216j)  (0.004634+0.015362j)  (0.010014+0.000823j)  (0.017457-0.003714j)  (0.011223-0.001871j)  (-0.006594-0.060457j)  (-0.013719-0.001409j)  (-0.004448-0.008995j)  (0.001329-0.018041j)  (-0.017281+0.080306j)  (0.017182+0.017914j)  (-0.952450-0.060585j)  (0.002697+0.013900j)  (0.005297-0.006363j)  (0.046969+0.032264j)  (0.015309-0.001893j)  (0.038150+0.019259j)  (0.014264-0.007262j)  (-0.005200-0.042628j)  (-0.007297+0.061112j)  (-0.005510+0.059371j)  (-0.032340+0.028406j)  (0.011446+0.070465j)  (0.012596-0.028615j)  (-0.007848-0.019249j)
 (0.007104+0.006122j)  (0.000359+0.001042j)  (0.003552-0.000599j)  (-0.001979-0.012905j)  (-0.011875-0.005031j)  (0.019091-0.066769j)  (-0.015064-0.016003j)  (0.003145+0.003553j)  (0.007518-0.006312j)  (-0.009249-0.008258j)  (-0.011066-0.015061j)  (-0.005005+0.051214j)  (0.005342+0.003473j)  (0.009119+0.006056j)  (0.035173+0.071014j)  (-0.002985-0.012237j)  (0.001488+0.012623j)  (-0.025445-0.066989j)  (0.001575+0.009675j)  (-0.004524+0.003230j)  (-0.000435+0.001234j)  (0.007863-0.038459j)  (-0.006191+0.001117j)  (0.002216+0.000394j)  (-0.006122+0.007487j)  (-0.006937-0.027811j)  (0.000393+0.002179j)  (0.006430+0.033443j)  (-0.011192-0.033875j)  (0.008207+0.016499j)  (0.007601+0.004238j)  (0.004382+0.007349j)  (0.001561-0.002056j)  (-0.046295-0.025277j)  (0.011339-0.077680j)  (0.006380+0.004171j)  (-0.016869+0.019253j)  (0.003792+0.001892j)  (0.001611-0.002053j)  (0.015818+0.007096j)  (0.012909+0.058269j)  (-0.000173+0.019778j)  (0.004986+0.000015j)  (0.009712-0.003439j)  (0.002297+0.002529j)  (0.002534+0.007329j)  (0.006152-0.005808j)  (-0.005239+0.011568j)  (0.001016-0.006155j)  (-0.008302-0.004553j)  (-0.000666+0.013068j)  (-0.976440+0.039463j)  (0.018884+0.006432j)  (0.000275+0.007397j)  (-0.012674+0.010918j)  (-0.004010-0.000598j)  (-0.010511+0.003091j)  (-0.006123-0.003868j)  (0.020694+0.004309j)  (-0.015391+0.023191j)  (0.004197-0.006955j)  (0.002877+0.004566j)  (-0.020382-0.011883j)  (0.001752+0.032644j)
 (-0.012300-0.028629j)  (-0.010046-0.042656j)  (0.008192-0.001577j)  (0.014952-0.001267j)  (-0.001884-0.013524j)  (-0.006104-0.084606j)  (0.007582+0.010301j)  (-0.005207-0.028098j)  (0.013042+0.046487j)  (0.002518-0.007819j)  (0.001519-0.002682j)  (0.015649+0.005954j)  (0.003682-0.011160j)  (-0.009984-0.003724j)  (0.006145+0.002134j)  (0.037518+0.077217j)  (-0.028288-0.061408j)  (0.008493+0.031800j)  (0.014123+0.062954j)  (0.001793-0.004423j)  (-0.003847+0.001720j)  (-0.008593+0.063100j)  (-0.006051+0.006576j)  (0.015696-0.035628j)  (0.027044-0.038990j)  (-0.012412-0.003924j)  (-0.011386-0.004741j)  (0.001891-0.001455j)  (0.008563+0.001077j)  (-0.006082-0.046363j)  (0.007817-0.005954j)  (0.009744-0.031746j)  (-0.003759-0.010037j)  (-0.005081+0.046315j)  (-0.017130+0.060382j)  (0.001974-0.022009j)  (-0.005071+0.000706j)  (0.033061-0.008042j)  (-0.018555-0.034194j)  (-0.005915+0.053109j)  (-0.001358-0.013591j)  (0.016817+0.048899j)  (0.000067+0.030790j)  (0.002747+0.005305j)  (0.006240-0.005422j)  (-0.002662+0.000392j)  (-0.007619+0.008139j)  (0.011301-0.005588j)  (0.001176+0.015261j)  (0.003018-0.001507j)  (-0.007449+0.005006j)  (-0.024152+0.003515j)  (-0.959519+0.041850j)  (0.010130+0.028709j)  (-0.011738-0.016020j)  (0.018142+0.040270j)  (0.016419-0.002874j)  (-0.008391+0.013573j)  (0.013303+0.047961j)  (-0.030719-0.001754j)  (-0.025130-0.075929j)  (-0.023499-0.043376j)  (-0.007160+0.009407j)  (-0.000637+0.023064j)
 (0.012041+0.057513j)  (0.034310+0.170711j)  (0.003967+0.006170j)  (0.001239-0.003003j)  (0.016442+0.001314j)  (0.014010-0.058665j)  (0.003927-0.005950j)  (0.094558+0.027253j)  (0.003264-0.004665j)  (-0.003250+0.005995j)  (0.004410-0.049906j)  (-0.048428+0.050827j)  (-0.009999-0.001534j)  (-0.001181+0.002986j)  (-0.019172+0.010552j)  (-0.000269-0.003049j)  (0.016025-0.028583j)  (0.007745+0.007456j)  (0.002938-0.032395j)  (0.001425-0.001176j)  (0.010523+0.007066j)  (-0.004582+0.004897j)  (-0.003053+0.004555j)  (-0.006839+0.008104j)  (0.004217-0.007238j)  (-0.001464-0.006146j)  (0.004141+0.053328j)  (0.007471+0.009662j)  (-0.005306+0.002253j)  (-0.002594-0.006332j)  (-0.007376-0.028567j)  (-0.022198-0.034774j)  (-0.007169-0.016676j)  (-0.005793-0.001475j)  (0.013968+0.045504j)  (-0.017159+0.016779j)  (0.005746+0.045919j)  (-0.012380+0.040029j)  (-0.010844+0.063321j)  (0.007419+0.002711j)  (-0.001143-0.019281j)  (0.040603+0.059027j)  (0.000532+0.000021j)  (-0.018419-0.021142j)  (0.008191+0.000092j)  (-0.001433+0.008858j)  (-0.022896-0.035518j)  (-0.003478-0.001586j)  (0.012544+0.008185j)  (-0.020627-0.077868j)  (-0.051713+0.027521j)  (0.007232+0.012188j)  (-0.005770+0.031426j)  (-0.938137+0.095921j)  (-0.018713-0.001643j)  (-0.004066+0.000972j)  (-0.001355-0.060799j)  (0.011257-0.024850j)  (-0.048120-0.045424j)  (-0.000458+0.005876j)  (0.000618-0.022131j)  (0.014540-0.054816j)  (0.017019-0.001237j)  (0.013875+0.049082j)
 (0.070965-0.117357j)  (-0.040388+0.114832j)  (0.068648+0.009530j)  (0.051314+0.083251j)  (0.002568-0.006056j)  (-0.008436+0.031016j)  (0.008663-0.002677j)  (0.053690-0.092491j)  (-0.015592+0.082321j)  (-0.001548+0.008704j)  (-0.006985-0.001764j)  (-0.016976-0.074265j)  (0.021172+0.056161j)  (0.001459-0.009024j)  (-0.015629-0.041956j)  (-0.003780+0.003732j)  (-0.004323+0.000327j)  (-0.034094+0.004501j)  (-0.008064-0.049256j)  (0.002406-0.001887j)  (-0.012379+0.025520j)  (-0.005050-0.002614j)  (-0.014110+0.009808j)  (-0.000982-0.013421j)  (-0.021734-0.000730j)  (0.042487+0.002234j)  (0.022133+0.020921j)  (-0.045844-0.010429j)  (-0.014964+0.006856j)  (0.019820-0.033003j)  (-0.002258+0.027453j)  (-0.026747+0.007677j)  (-0.002921-0.008983j)  (-0.048490-0.005207j)  (0.007001-0.007210j)  (-0.009422-0.001170j)  (0.014238-0.007268j)  (0.022162-0.030463j)  (-0.006979+0.006535j)  (-0.001207+0.031538j)  (-0.016506-0.003554j)  (0.003455+0.009953j)  (0.050921+0.042416j)  (0.000420+0.005830j)  (-0.055168+0.034324j)  (-0.005539+0.025156j)  (-0.002477-0.040757j)  (-0.010439-0.008880j)  (0.004641-0.037525j)  (-0.003015-0.001935j)  (-0.012206+0.000500j)  (0.001405+0.011845j)  (0.011067-0.017391j)  (0.024846-0.007613j)  (-0.931725+0.041703j)  (-0.006097-0.057826j)  (0.018204+0.007547j)  (0.051304+0.069603j)  (0.002578+0.031793j)  (0.015841-0.016825j)  (-0.017617-0.017602j)  (-0.038060+0.008754j)  (0.018079-0.010855j)  (-0.022061-0.038402j)
 (0.008837+0.025322j)  (0.002186+0.014993j)  (0.019306+0.029225j)  (0.004699-0.013983j)  (-0.006407-0.002144j)  (0.009347+0.020125j)  (0.007687+0.006968j)  (0.014714-0.011275j)  (0.007861+0.002215j)  (-0.010437+0.003768j)  (0.005076+0.014725j)  (-0.015707-0.067407j)  (0.020084-0.001124j)  (-0.001515+0.005637j)  (-0.011202-0.050961j)  (-0.022314+0.058986j)  (-0.008617+0.000738j)  (-0.006935-0.002291j)  (-0.012489+0.002615j)  (0.003401+0.004312j)  (-0.014600+0.018151j)  (0.009580+0.051869j)  (0.001462+0.001923j)  (0.001194-0.004659j)  (0.019917-0.056791j)  (0.000963-0.001165j)  (0.000082-0.005980j)  (-0.004484+0.027055j)  (0.005520-0.020007j)  (-0.011198+0.003032j)  (-0.052106+0.025428j)  (-0.007781+0.001425j)  (0.002093-0.007414j)  (-0.020520+0.081178j)  (0.005058-0.007410j)  (0.004425+0.041783j)  (-0.038934+0.052668j)  (0.008896+0.024127j)  (0.041405-0.027714j)  (-0.008242-0.064110j)  (-0.033868+0.045369j)  (-0.000240+0.010021j)  (0.008648-0.006888j)  (0.004781-0.047209j)  (0.005189+0.002167j)  (0.001574+0.003135j)  (-0.001192+0.037106j)  (-0.004465-0.013415j)  (-0.008304-0.006261j)  (-0.010071-0.014579j)  (-0.029027+0.014408j)  (-0.002095+0.001186j)  (-0.011297+0.046953j)  (0.002408+0.002208j)  (0.010817-0.063134j)  (-0.960443+0.040931j)  (0.003703+0.047338j)  (0.000975+0.037564j)  (0.006579-0.024761j)  (-0.008215-0.001804j)  (0.008631+0.008355j)  (0.003681+0.034634j)  (-0.055715-0.048556j)  (0.009717-0.031504j)
