 (-0.947647+0.001942j)  (-0.040745-0.013713j)  (-0.011534+0.014969j)  (-0.034266+0.010947j)  (0.027726-0.008265j)  (0.025623-0.012308j)  (0.027863+0.014083j)  (0.018181-0.000819j)  (-0.013526+0.000021j)  (-0.017982-0.007448j)  (0.082227-0.121369j)  (-0.022103+0.010364j)  (0.015965-0.007070j)  (-0.008072-0.008908j)  (0.008183-0.079079j)  (-0.009265+0.002124j)  (-0.012784-0.018383j)  (-0.041625-0.076632j)  (-0.015479-0.006550j)  (0.007411+0.000482j)  (-0.003269-0.071661j)  (0.018007+0.077159j)  (0.000884-0.014090j)  (0.005007+0.012602j)  (0.015754-0.000215j)  (0.009829-0.003683j)  (-0.016233-0.086137j)  (-0.000140+0.007664j)  (-0.001977-0.013319j)  (-0.011050+0.001732j)  (0.008122+0.034370j)  (-0.036869-0.075154j)  (0.008056+0.001449j)  (-0.022579+0.079444j)  (-0.023347-0.000781j)  (0.022991+0.004945j)  (-0.007838-0.009385j)  (-0.000525-0.003967j)  (-0.007236+0.016221j)  (-0.010572+0.005935j)  (-0.000193+0.010191j)  (-0.017342+0.001520j)  (-0.012046+0.023027j)  (-0.007690-0.014917j)  (0.000347+0.000342j)  (-0.028844+0.018636j)  (0.015841+0.003427j)  (0.006338-0.004764j)  (0.037438-0.007258j)  (0.017074+0.020737j)  (-0.001105-0.002131j)  (0.001702-0.008456j)  (-0.010750-0.001286j)  (0.010553+0.059192j)  (0.008664+0.016226j)  (-0.002010-0.019601j)  (0.017706-0.000822j)  (-0.000961-0.002646j)  (0.006536-0.010252j)  (-0.016716+0.001653j)  (0.029013-0.051653j)  (0.013218+0.059030j)  (-0.046689-0.023319j)  (-0.015598-0.001452j)
 (0.006969+0.006252j)  (-0.010640+0.002222j)  (0.009324-0.015396j)  (0.010647-0.004291j)  (-0.016252+0.016547j)  (-0.007481-0.000968j)  (0.042465+0.034430j)  (-0.010331+0.008899j)  (-0.016457-0.006521j)  (0.003533+0.006461j)  (0.015460+0.033061j)  (-0.036819+0.097718j)  (-0.003845-0.005172j)  (0.098029+0.024219j)  (0.012241+0.025436j)  (0.002853+0.014908j)  (-0.000588-0.008066j)  (0.001955+0.017944j)  (-0.000318-0.001832j)  (0.002504+0.006381j)  (-0.006221-0.012587j)  (-0.002482+0.012305j)  (0.007124+0.073040j)  (0.008726-0.036931j)  (0.010323-0.004039j)  (0.005046-0.004751j)  (0.022402+0.046866j)  (0.019375+0.050204j)  (0.004881-0.008319j)  (0.002797-0.005500j)  (-0.017063-0.001577j)  (-0.001678-0.025279j)  (-0.005385-0.011479j)  (0.011624-0.004804j)  (0.012021-0.004871j)  (-0.004957+0.053766j)  (0.012410-0.019296j)  (-0.019003-0.030243j)  (0.004892-0.004477j)  (0.087946+0.011929j)  (0.019615-0.019451j)  (-0.962185-0.048057j)  (0.009376+0.011080j)  (-0.002184-0.057156j)  (0.006792-0.013207j)  (0.008304+0.021813j)  (0.010771-0.014087j)  (0.003751+0.003664j)  (-0.000986-0.000489j)  (-0.031276-0.017611j)  (-0.004517-0.048317j)  (-0.002744-0.001201j)  (-0.006731-0.012924j)  (-0.006702-0.010342j)  (0.001996+0.000184j)  (0.000232+0.017886j)  (-0.018417-0.003988j)  (-0.002303-0.011155j)  (0.002472-0.008861j)  (0.004198+0.021442j)  (0.014119+0.024460j)  (0.052627-0.029836j)  (-0.003991-0.004733j)  (-0.018858+0.020464j)
 (0.013521+0.013715j)  (0.002779+0.000719j)  (0.012807+0.000884j)  (-0.041982+0.078764j)  (0.020874+0.019674j)  (-0.005698-0.016766j)  (0.016906+0.086917j)  (-0.015604-0.009941j)  (0.015670+0.006277j)  (0.012427+0.000496j)  (-0.011335-0.067161j)  (0.032935-0.097094j)  (0.000560-0.002883j)  (0.001933-0.002276j)  (0.001395-0.008113j)  (-0.004127+0.086468j)  (0.013009-0.006655j)  (0.010409+0.035201j)  (-0.003762-0.013379j)  (0.013175-0.008972j)  (0.039948+0.003161j)  (0.000369-0.013277j)  (0.006662-0.004126j)  (0.031044-0.031404j)  (0.003064-0.052947j)  (0.005823+0.013776j)  (0.001604-0.002561j)  (-0.016815+0.001418j)  (0.010475+0.004125j)  (-0.015703+0.008141j)  (-0.009725-0.026376j)  (0.000502-0.005527j)  (0.013448+0.013841j)  (0.024838+0.010010j)  (0.027043-0.039694j)  (0.019739+0.044732j)  (-0.012885+0.012201j)  (0.005251-0.034256j)  (0.003631+0.004662j)  (0.009011-0.048428j)  (-0.008491-0.002430j)  (-0.007138+0.012286j)  (-0.952705-0.034887j)  (-0.024622-0.034692j)  (-0.000830+0.020650j)  (0.019783+0.000790j)  (0.004314-0.067414j)  (0.006940+0.004931j)  (0.000195+0.004992j)  (0.024532+0.003774j)  (0.010459-0.009657j)  (0.002425+0.021646j)  (-0.012708+0.032077j)  (0.011326-0.079691j)  (-0.020436-0.001328j)  (0.019603+0.001627j)  (0.013827+0.013688j)  (0.013289-0.015330j)  (0.015767-0.005239j)  (0.000535-0.006239j)  (-0.019384+0.011027j)  (0.086709-0.000841j)  (0.010020-0.050814j)  (0.006260-0.028251j)
 (-0.002583-0.017528j)  (0.004005-0.013675j)  (0.001216+0.017490j)  (0.013530-0.047887j)  (0.010134-0.076829j)  (-0.010919-0.013194j)  (-0.008794-0.000000j)  (0.010128+0.005290j)  (-0.009951+0.013096j)  (0.012117+0.016151j)  (-0.011841-0.004830j)  (-0.009883-0.001077j)  (-0.016531-0.063193j)  (0.002239-0.004467j)  (-0.007207+0.022889j)  (0.001526-0.057436j)  (-0.007148-0.015849j)  (0.001435-0.005899j)  (0.001032+0.032633j)  (-0.013051+0.056366j)  (0.015414-0.011774j)  (-0.006815+0.030539j)  (-0.015720+0.014694j)  (0.000979+0.016981j)  (0.006987+0.010552j)  (0.000237+0.001546j)  (0.005493-0.005502j)  (-0.036777-0.087784j)  (-0.006920+0.001804j)  (0.004077-0.021191j)  (0.009681-0.055253j)  (0.002801-0.004155j)  (-0.001058+0.015385j)  (-0.012486-0.019644j)  (-0.010047+0.000683j)  (0.001855-0.065827j)  (-0.025208+0.007086j)  (-0.006037+0.007933j)  (0.000776-0.000744j)  (0.005986-0.017225j)  (-0.020104-0.012086j)  (-0.003351-0.057933j)  (0.008048-0.036539j)  (-0.961157+0.009686j)  (0.010767-0.033303j)  (0.004729+0.034138j)  (0.020174-0.024110j)  (0.022585-0.007883j)  (-0.024029-0.051722j)  (0.018209-0.029055j)  (0.020316-0.001985j)  (0.014090+0.016567j)  (-0.023424-0.020019j)  (0.006414-0.005249j)  (-0.011767+0.045409j)  (-0.005517+0.005604j)  (-0.002118+0.014691j)  (-0.031339+0.051246j)  (-0.015399+0.002289j)  (-0.019575+0.004321j)  (0.020838+0.029963j)  (-0.018872-0.058093j)  (0.027432+0.050066j)  (0.010734-0.014186j)
 (0.001231-0.001393j)  (-0.003008+0.011478j)  (-0.006124-0.008121j)  (0.007332-0.015846j)  (-0.027828+0.066361j)  (-0.013784+0.003898j)  (-0.016129+0.041753j)  (-0.008241-0.011049j)  (-0.015600+0.079404j)  (-0.032707-0.080104j)  (-0.017649+0.028595j)  (-0.014150-0.006063j)  (0.014947-0.009312j)  (0.002047+0.034289j)  (0.013158-0.005922j)  (0.010710-0.047088j)  (-0.002356-0.046734j)  (-0.001578+0.006403j)  (-0.018278-0.102633j)  (0.008962-0.001564j)  (0.016430+0.012695j)  (0.040125+0.014274j)  (-0.003958-0.006270j)  (-0.010196+0.010300j)  (-0.022782+0.055594j)  (-0.021697+0.041821j)  (0.009475+0.009648j)  (0.007883-0.032679j)  (0.018803+0.032958j)  (0.031850+0.038830j)  (0.000583-0.041347j)  (-0.004431-0.004695j)  (-0.000095+0.000020j)  (-0.040696+0.069176j)  (0.003410+0.013885j)  (-0.031529-0.040582j)  (-0.008270-0.013770j)  (-0.007785-0.043532j)  (0.011948-0.005695j)  (-0.003380-0.014123j)  (-0.006202-0.006169j)  (-0.002908-0.004948j)  (0.003595+0.022362j)  (-0.003761-0.034815j)  (-0.947389-0.021514j)  (0.000239+0.062954j)  (-0.012845-0.046435j)  (-0.021825-0.062199j)  (0.043538-0.089944j)  (0.012568+0.007107j)  (-0.008411-0.016143j)  (0.023644-0.034376j)  (-0.011826+0.035879j)  (-0.007889-0.020549j)  (0.017542-0.001500j)  (0.013414-0.016598j)  (0.009287-0.034926j)  (-0.001794-0.002984j)  (-0.025305+0.001183j)  (-0.038209-0.004599j)  (-0.040533+0.018909j)  (0.007273-0.005708j)  (0.013237-0.022937j)  (0.006676+0.017330j)
 (0.006464+0.014831j)  (0.014663+0.001982j)  (-0.000713-0.017217j)  (-0.021635+0.011560j)  (-0.013930+0.004302j)  (-0.000447+0.002990j)  (0.017701-0.049304j)  (-0.002285-0.007537j)  (0.000235+0.107673j)  (-0.000812-0.013348j)  (-0.001197+0.014767j)  (0.026210-0.045152j)  (0.019138-0.034171j)  (-0.000658-0.012205j)  (0.011071-0.005651j)  (-0.008798-0.008563j)  (-0.008012-0.015788j)  (-0.017536+0.050437j)  (0.002038+0.002345j)  (-0.007247-0.051411j)  (-0.021771+0.077682j)  (0.000089+0.001083j)  (0.001890-0.005378j)  (0.007577+0.004018j)  (0.001282+0.037361j)  (0.004013-0.000500j)  (0.005022+0.010729j)  (0.003428-0.004999j)  (-0.009366+0.011538j)  (-0.040001+0.022062j)  (-0.009433-0.023422j)  (0.000481+0.011398j)  (0.001565-0.003565j)  (0.002704-0.051722j)  (-0.005223+0.022204j)  (0.009498+0.018878j)  (-0.010917+0.010374j)  (0.010850+0.001443j)  (0.000905-0.007649j)  (0.004590-0.001106j)  (-0.007542+0.046351j)  (-0.021771+0.014211j)  (-0.014388+0.003840j)  (-0.007039+0.036159j)  (0.001677+0.065544j)  (-0.966695-0.020738j)  (0.006600-0.024290j)  (-0.011162+0.022153j)  (-0.021696-0.006226j)  (0.022275-0.016387j)  (-0.010628+0.055649j)  (-0.002079+0.015162j)  (0.006584-0.036003j)  (-0.010468-0.004804j)  (-0.005680-0.002333j)  (-0.005734+0.048370j)  (-0.003402-0.008184j)  (-0.004308-0.017458j)  (-0.008903+0.002073j)  (0.006966-0.049477j)  (-0.002340+0.016827j)  (0.000091-0.017572j)  (0.017164-0.003956j)  (-0.011946-0.008482j)
 (-0.009474+0.000797j)  (-0.011438+0.003906j)  (-0.000150+0.009229j)  (-0.010210+0.052905j)  (0.020758-0.004909j)  (0.008081-0.006542j)  (0.006091+0.002440j)  (-0.013736+0.012757j)  (-0.004911-0.011033j)  (-0.001634+0.039444j)  (0.002997-0.003205j)  (-0.004077+0.015770j)  (-0.009705+0.000505j)  (-0.021437+0.062956j)  (-0.002098+0.006161j)  (-0.016128+0.036397j)  (-0.004052-0.011939j)  (-0.011091-0.005279j)  (0.016671+0.015556j)  (0.022767+0.000027j)  (0.005013+0.050188j)  (-0.002744+0.002030j)  (0.010764+0.005797j)  (-0.002153+0.003604j)  (0.001634-0.067463j)  (-0.009457-0.011712j)  (0.004830+0.002482j)  (0.006297+0.021161j)  (-0.003667+0.010432j)  (0.024315+0.024044j)  (-0.022116+0.089592j)  (-0.016842-0.000444j)  (-0.016983+0.007503j)  (0.008996+0.022236j)  (-0.009015-0.012028j)  (0.003262-0.010869j)  (0.003079+0.007728j)  (-0.018192+0.006733j)  (-0.015245+0.057895j)  (-0.016088-0.033475j)  (0.002045-0.000331j)  (-0.006088-0.015057j)  (0.004082-0.069274j)  (-0.018069-0.028850j)  (0.002206-0.047267j)  (-0.020723-0.028126j)  (-0.963516-0.020133j)  (0.008869+0.003376j)  (0.015589-0.062509j)  (0.007381-0.030253j)  (0.002490-0.033034j)  (-0.002570+0.059133j)  (-0.011708-0.015201j)  (0.002153+0.032334j)  (-0.019546+0.037313j)  (-0.007786-0.011503j)  (-0.012865+0.027972j)  (0.007533+0.025562j)  (0.026180+0.018156j)  (-0.012713+0.052889j)  (0.008648+0.010540j)  (-0.034117+0.005468j)  (0.023894-0.012492j)  (-0.031301+0.033972j)
 (-0.002848+0.004687j)  (-0.003250-0.007787j)  (-0.011149-0.000445j)  (0.006079-0.013783j)  (0.024836-0.051226j)  (-0.011649+0.001792j)  (0.005177+0.003055j)  (-0.018044+0.007164j)  (0.017449-0.007766j)  (0.017798+0.041743j)  (-0.005764-0.003401j)  (0.018650+0.011994j)  (-0.000952-0.003896j)  (-0.010641+0.008528j)  (-0.000605-0.005120j)  (0.003567-0.000690j)  (0.024324-0.068569j)  (0.015620+0.003758j)  (-0.011300+0.006645j)  (0.002746-0.005347j)  (0.003157+0.007129j)  (0.000704+0.006283j)  (0.002472+0.006295j)  (0.002451-0.012452j)  (0.002902+0.004843j)  (0.001469+0.011677j)  (0.001628+0.009312j)  (-0.012415-0.039835j)  (-0.036163-0.052070j)  (-0.005196-0.009373j)  (-0.008380+0.002740j)  (0.058357-0.078414j)  (-0.003956-0.003967j)  (-0.001821+0.012464j)  (0.007144-0.033690j)  (0.017242+0.008020j)  (-0.006990-0.002321j)  (-0.005685-0.010737j)  (0.002451+0.010046j)  (-0.005205-0.043294j)  (0.014524-0.012176j)  (0.000212+0.000564j)  (0.001762-0.004722j)  (-0.006855-0.002236j)  (0.019490-0.056587j)  (0.002606+0.013881j)  (0.000789+0.008345j)  (-0.966766-0.016434j)  (0.028727+0.026108j)  (-0.018290-0.054855j)  (0.034226+0.029843j)  (0.020325+0.057659j)  (-0.016854-0.031927j)  (-0.006966-0.050295j)  (-0.006716+0.008451j)  (0.010175-0.071624j)  (0.035685-0.036781j)  (-0.007082+0.003140j)  (0.002780-0.041454j)  (-0.020033+0.003296j)  (0.011396-0.009933j)  (0.005568-0.022389j)  (0.011124-0.025369j)  (-0.012073+0.034579j)
 (-0.030458+0.000605j)  (-0.002656+0.004534j)  (-0.003072-0.001631j)  (-0.010312-0.021307j)  (-0.006035-0.004932j)  (-0.011077+0.016409j)  (0.005184+0.024020j)  (-0.000228-0.006503j)  (-0.002897-0.003930j)  (0.021579+0.001466j)  (0.004984-0.001031j)  (0.013517-0.057151j)  (-0.001676+0.047394j)  (0.017461+0.006574j)  (0.000433-0.039881j)  (0.002049-0.003412j)  (0.004052-0.004219j)  (0.008174+0.006990j)  (-0.004135+0.007378j)  (0.006284+0.015021j)  (0.004958-0.004128j)  (0.009898+0.005609j)  (0.004126+0.005477j)  (0.009071-0.009338j)  (-0.013528+0.071418j)  (-0.011322-0.038628j)  (0.002490+0.028899j)  (-0.002202+0.032232j)  (0.012093-0.012859j)  (0.004589+0.006860j)  (-0.028632-0.045233j)  (0.013991-0.042007j)  (-0.020563+0.025252j)  (-0.006530+0.062300j)  (0.018135-0.014479j)  (0.024181-0.092219j)  (-0.024636+0.012729j)  (-0.029121-0.040602j)  (-0.000826+0.009665j)  (-0.009262-0.042381j)  (0.017189+0.008474j)  (-0.000758-0.002472j)  (0.006570+0.003096j)  (0.027754-0.059476j)  (-0.029033-0.088784j)  (0.012367-0.007410j)  (-0.018079-0.050168j)  (-0.016141+0.018156j)  (-0.960023+0.036755j)  (0.023917+0.022453j)  (0.012026-0.018187j)  (0.017896-0.016657j)  (0.012155-0.058558j)  (-0.017007+0.005505j)  (-0.029382-0.041351j)  (-0.006825-0.014235j)  (0.014932+0.008418j)  (0.007682-0.013074j)  (-0.010461+0.024894j)  (-0.004996-0.008219j)  (0.002934-0.054673j)  (-0.014884-0.018342j)  (-0.008053+0.004871j)  (-0.001167-0.022914j)
 (-0.004694+0.002396j)  (-0.031423+0.050361j)  (-0.001002-0.089806j)  (-0.016795+0.006596j)  (0.004107-0.006245j)  (0.003466-0.008609j)  (0.018872-0.052178j)  (-0.013759+0.012228j)  (0.005347-0.011247j)  (-0.025723-0.032305j)  (-0.005780+0.003155j)  (0.010156-0.040160j)  (-0.000481-0.081842j)  (0.000142-0.036058j)  (-0.006456-0.004296j)  (-0.003044-0.023863j)  (0.006921-0.079061j)  (-0.006947+0.006948j)  (-0.001116-0.005876j)  (-0.016263+0.026612j)  (-0.050416+0.011126j)  (0.032680+0.068883j)  (0.031130-0.072224j)  (-0.003633-0.002462j)  (-0.013964-0.001604j)  (-0.005784+0.003480j)  (-0.001855+0.014209j)  (0.004776-0.019063j)  (-0.008143-0.031253j)  (-0.005175+0.000996j)  (0.026683+0.082694j)  (-0.008688+0.010067j)  (-0.003713-0.010727j)  (-0.000890+0.015736j)  (-0.013341+0.007453j)  (-0.009258+0.001807j)  (-0.003746+0.003336j)  (0.018703+0.070285j)  (-0.008281-0.005587j)  (-0.013229-0.023869j)  (-0.008518+0.002491j)  (0.018265-0.035526j)  (-0.033220-0.000697j)  (-0.012936-0.019912j)  (-0.010136+0.011452j)  (-0.009529-0.004347j)  (-0.003161-0.033406j)  (0.014160-0.046175j)  (-0.031063+0.010720j)  (-0.947701-0.005191j)  (-0.082383+0.036143j)  (-0.016691+0.001235j)  (0.018247-0.000531j)  (0.020858+0.071542j)  (-0.009813-0.001460j)  (-0.006750-0.000670j)  (0.007769+0.032289j)  (-0.028442-0.013101j)  (0.014067+0.011099j)  (-0.018600+0.013629j)  (-0.056108-0.035641j)  (0.047100-0.027329j)  (0.008410+0.046714j)  (0.000600-0.017234j)
 (-0.003705+0.002377j)  (0.020311-0.083296j)  (0.005147+0.003503j)  (-0.011252+0.014673j)  (0.005075+0.001745j)  (0.001603-0.014188j)  (-0.003703-0.003630j)  (-0.038081+0.038815j)  (0.001469+0.005917j)  (-0.034035+0.126069j)  (0.014418-0.010756j)  (0.002734+0.003251j)  (-0.006327+0.004888j)  (-0.017322-0.022458j)  (0.074201+0.037340j)  (0.000743+0.015866j)  (0.012661+0.008662j)  (-0.000133+0.009185j)  (-0.018826-0.000251j)  (0.000111-0.001029j)  (-0.007582+0.004966j)  (-0.002563+0.002313j)  (-0.017046-0.049645j)  (0.030059-0.013731j)  (0.003714-0.006951j)  (0.002053+0.011692j)  (-0.006339-0.005608j)  (-0.001212-0.000873j)  (0.021602-0.012902j)  (-0.016009+0.002721j)  (-0.010596-0.053986j)  (-0.004183-0.013645j)  (-0.028148+0.026448j)  (0.011501-0.010594j)  (0.000121-0.009692j)  (-0.002918-0.005362j)  (0.002117+0.005056j)  (-0.024597-0.044618j)  (-0.002548-0.001473j)  (-0.000211+0.000672j)  (-0.015102-0.028269j)  (0.014316-0.048540j)  (0.010420-0.010801j)  (-0.012770+0.007851j)  (0.009164-0.033873j)  (0.014315+0.055601j)  (-0.005862-0.021154j)  (-0.027580+0.041853j)  (-0.006397-0.008966j)  (0.066563+0.029812j)  (-0.953421-0.003574j)  (-0.015496-0.046693j)  (-0.010037+0.004486j)  (-0.002601-0.009015j)  (0.008430-0.022001j)  (0.009685+0.020206j)  (-0.011025-0.000866j)  (-0.015296-0.080533j)  (-0.009246-0.032329j)  (-0.011310-0.011603j)  (0.019448+0.052417j)  (0.055290-0.042013j)  (0.032340-0.047356j)  (-0.027344+0.011263j)
 (-0.007056-0.007208j)  (-0.011640-0.009182j)  (0.000082+0.002806j)  (0.009651-0.008506j)  (-0.013933+0.012535j)  (-0.004323+0.002662j)  (-0.005322+0.005909j)  (0.012210+0.007727j)  (-0.007404+0.015260j)  (0.037695-0.088173j)  (0.002468-0.005531j)  (-0.012801+0.005076j)  (0.000281+0.000027j)  (-0.005636-0.008438j)  (0.006727-0.019084j)  (-0.053376-0.008546j)  (0.006814-0.001573j)  (0.014417+0.006052j)  (0.010766-0.000955j)  (-0.002325-0.068226j)  (0.001741-0.008459j)  (-0.018917-0.071401j)  (-0.004740-0.010361j)  (-0.007731+0.002010j)  (-0.000143-0.013553j)  (-0.021635+0.033770j)  (0.002555+0.002649j)  (-0.012680-0.050873j)  (-0.012679+0.041793j)  (-0.008821-0.009115j)  (-0.002158-0.002744j)  (0.009956+0.002289j)  (0.009917+0.009750j)  (0.011344+0.003779j)  (0.000669+0.006595j)  (-0.012538+0.009576j)  (0.010655-0.003850j)  (-0.019946+0.020116j)  (0.004290+0.018844j)  (0.014005+0.008065j)  (0.013563-0.009663j)  (0.001422+0.000136j)  (-0.008380+0.027415j)  (-0.013411+0.015652j)  (-0.017515-0.037188j)  (0.003611+0.020176j)  (-0.002039+0.049524j)  (-0.020159+0.051293j)  (-0.022697-0.024559j)  (0.004468+0.004698j)  (0.007063-0.052350j)  (-0.970331+0.016738j)  (0.007009-0.045121j)  (0.003892+0.008298j)  (-0.005952+0.015728j)  (-0.001921+0.004747j)  (0.052165-0.008269j)  (0.000684-0.009832j)  (-0.022952-0.054873j)  (0.015380+0.013652j)  (0.000720+0.012565j)  (0.004704+0.007271j)  (0.004277+0.021467j)  (0.029740+0.012539j)
 (0.007599-0.013663j)  (-0.027722+0.009988j)  (0.075221-0.019453j)  (0.008238-0.018996j)  (0.022250-0.060762j)  (0.002814-0.057675j)  (-0.020844-0.001472j)  (-0.006477-0.003065j)  (-0.024549-0.080032j)  (-0.025432+0.066587j)  (-0.023752+0.066697j)  (-0.007814-0.040720j)  (0.002791+0.002128j)  (-0.011084+0.005009j)  (-0.002198-0.005244j)  (-0.013992+0.045539j)  (0.000655+0.013174j)  (-0.002099+0.004649j)  (0.002811-0.027325j)  (0.005280+0.001907j)  (-0.008189-0.001967j)  (-0.000130+0.015292j)  (-0.002799-0.002562j)  (0.007577-0.009664j)  (0.037346+0.010940j)  (-0.031178+0.040344j)  (-0.018721-0.013150j)  (-0.015450-0.040068j)  (-0.006075+0.019539j)  (0.000170+0.032653j)  (0.032362-0.036135j)  (-0.071807+0.031058j)  (-0.011565-0.001225j)  (-0.038142+0.073119j)  (-0.000214+0.059591j)  (-0.009108+0.025087j)  (-0.014277+0.021215j)  (-0.009414+0.023764j)  (-0.000796-0.004421j)  (0.031008+0.052054j)  (0.012488-0.010559j)  (0.002938+0.006163j)  (0.010000+0.036929j)  (0.030579-0.017472j)  (0.016931+0.038477j)  (-0.012734-0.036295j)  (0.004689-0.011648j)  (0.012189-0.036541j)  (-0.019014-0.053348j)  (-0.016562+0.002161j)  (0.010670+0.011612j)  (-0.010375-0.042856j)  (-0.949788-0.032550j)  (-0.052967-0.057136j)  (-0.014228+0.029752j)  (-0.009507-0.014254j)  (0.005491-0.028672j)  (-0.008959+0.002075j)  (-0.000182-0.042811j)  (0.000663-0.005045j)  (-0.002489-0.014447j)  (-0.000907+0.019700j)  (0.004826+0.031462j)  (0.017431-0.011227j)
 (-0.012644+0.058735j)  (0.020269+0.035938j)  (-0.014129-0.002895j)  (0.007135+0.002281j)  (-0.002966+0.002825j)  (-0.000368-0.009034j)  (0.026336-0.040362j)  (0.004149+0.087643j)  (-0.008066-0.014366j)  (-0.008212-0.010473j)  (-0.013113-0.067698j)  (0.000905-0.028287j)  (-0.008771+0.000428j)  (-0.008269+0.003607j)  (0.025450+0.084253j)  (0.008058+0.012965j)  (0.024709-0.044308j)  (0.015349-0.017603j)  (-0.012655-0.056690j)  (-0.003221-0.006921j)  (0.001514+0.002263j)  (-0.011625-0.010613j)  (0.012495+0.001533j)  (-0.012056+0.000408j)  (-0.003964-0.053836j)  (-0.013760+0.019331j)  (-0.019092-0.020578j)  (0.004806+0.014945j)  (0.017714+0.011496j)  (0.000556-0.005137j)  (-0.000420+0.017151j)  (-0.003031-0.033595j)  (0.028017+0.068907j)  (0.003304-0.000412j)  (-0.006052-0.017702j)  (0.001307-0.013982j)  (0.021448-0.044519j)  (0.034039+0.000768j)  (0.003954-0.002482j)  (0.002171+0.014037j)  (0.023190+0.004967j)  (0.003972-0.014513j)  (-0.005314-0.086041j)  (-0.009856+0.001903j)  (0.007413-0.009207j)  (0.005198+0.003404j)  (0.003997+0.027550j)  (0.013407-0.050489j)  (0.013107+0.007544j)  (-0.010769+0.067440j)  (0.010218+0.004775j)  (-0.001630+0.008297j)  (0.045727-0.053153j)  (-0.953781-0.033375j)  (0.029431-0.045090j)  (0.002652+0.001766j)  (0.018269-0.042499j)  (0.012638-0.042330j)  (0.024830+0.016932j)  (0.002616+0.010597j)  (-0.003134+0.007438j)  (-0.005423-0.024761j)  (0.025186+0.060181j)  (0.015782+0.025673j)
 (-0.012934+0.009064j)  (0.013541-0.025885j)  (-0.004955-0.008760j)  (0.009970-0.002321j)  (-0.010751-0.026561j)  (-0.013680+0.088081j)  (-0.002847+0.002288j)  (0.007914+0.003884j)  (0.003343-0.000305j)  (0.001221-0.005929j)  (0.003158-0.020650j)  (-0.002768-0.008612j)  (0.009893+0.041915j)  (0.000348+0.007551j)  (-0.003811-0.014014j)  (-0.008757-0.008872j)  (0.005696-0.007245j)  (-0.003333+0.102494j)  (-0.006448-0.009299j)  (-0.008037-0.008213j)  (-0.007701+0.010630j)  (-0.020486+0.025367j)  (0.008235+0.003215j)  (0.021626+0.011976j)  (-0.006527+0.004410j)  (0.020284-0.002907j)  (-0.006117-0.002106j)  (-0.036886+0.051300j)  (0.005124-0.006944j)  (0.015287-0.001188j)  (0.025113-0.003039j)  (-0.005331-0.010269j)  (-0.009379-0.008487j)  (0.011616+0.009685j)  (-0.005800-0.003729j)  (0.012935-0.026508j)  (0.000406-0.007511j)  (0.003555+0.021005j)  (0.006528-0.054765j)  (-0.002460+0.053576j)  (-0.013953-0.000137j)  (-0.003734+0.010937j)  (0.022557-0.002203j)  (0.008052+0.042658j)  (-0.017743-0.000165j)  (0.007816+0.007179j)  (0.011542+0.032205j)  (0.002739+0.000808j)  (0.031127-0.037186j)  (0.002605+0.003950j)  (-0.009317-0.016292j)  (0.009547+0.008887j)  (0.013693+0.031805j)  (-0.028817-0.040093j)  (-0.968425+0.010644j)  (-0.007282+0.009969j)  (0.042589+0.019216j)  (0.025556-0.008470j)  (-0.036823-0.005871j)  (0.033684+0.040968j)  (0.005515-0.004656j)  (0.036566+0.022368j)  (0.013811+0.027893j)  (-0.010056-0.042649j)
 (0.007013-0.020419j)  (-0.024815-0.098797j)  (-0.005365-0.002494j)  (-0.008995+0.004398j)  (0.008398+0.008861j)  (0.018183-0.011496j)  (0.010157+0.005829j)  (-0.006593-0.070737j)  (0.010611-0.068995j)  (-0.004621-0.096985j)  (-0.011658-0.016210j)  (-0.005601+0.033373j)  (-0.004291-0.005107j)  (-0.000285+0.002587j)  (0.008462-0.000413j)  (-0.026886+0.050841j)  (-0.009204-0.016529j)  (0.008284-0.008178j)  (-0.002932-0.007350j)  (0.000892+0.005688j)  (-0.015934-0.015417j)  (0.036419-0.025018j)  (0.002165-0.009840j)  (-0.003477-0.003383j)  (0.007956-0.012236j)  (0.016298+0.000040j)  (0.009447-0.001638j)  (0.004032+0.058366j)  (0.003122-0.002507j)  (-0.006878-0.004721j)  (0.026833-0.001723j)  (0.005922+0.014345j)  (-0.012261+0.021303j)  (-0.005531-0.014186j)  (0.010403-0.006152j)  (0.018628+0.010926j)  (0.036026-0.003644j)  (0.009742-0.051990j)  (-0.000242-0.007619j)  (-0.016463-0.003420j)  (0.023765+0.013647j)  (0.005692+0.021375j)  (-0.009207-0.006350j)  (-0.004705+0.004280j)  (-0.005859-0.014954j)  (-0.003361+0.046200j)  (0.002035-0.005742j)  (-0.007969-0.069075j)  (0.005197-0.007707j)  (0.006758-0.006292j)  (-0.003874+0.030818j)  (0.003376-0.000411j)  (0.004327-0.007034j)  (0.000021-0.002258j)  (0.008331-0.001460j)  (-0.962174-0.049187j)  (-0.012140-0.015365j)  (-0.015321-0.060973j)  (0.001015-0.008733j)  (-0.010609-0.005432j)  (0.016124+0.028691j)  (0.015109-0.035162j)  (0.023609-0.003047j)  (-0.006474-0.062983j)
